Keyword,Reason,Analysis,AU,BR,CA,DE,ES,EU,FR,IT,JP,MX,NL,SE,UAE,UK,US
"1,1-Dichloroethane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is flagged under California Proposition 65, indicating potential health hazards. Proper labeling and compliance with local regulations are essential when offering this product in the US and other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,1-Dimethylhydrazine","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical requires specific warnings and indications due to its potential health risks. Businesses must ensure compliance with local regulations when offering this product.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,1-Dimethylhydrazine (UDMH)","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","As with its non-abbreviated form, UDMH is subject to California Proposition 65 requirements, necessitating proper labeling and adherence to local regulations to mitigate health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,1,1,2-Tetrachloroethane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is flagged under California Proposition 65, indicating potential health hazards. Proper labeling and compliance with local regulations are essential when offering this product in the US and other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,1,2-Trichloroethane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical requires specific warnings and indications due to its potential health risks. Businesses must ensure compliance with local regulations when offering this product.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,1,2,2-Tetrachloroethane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is flagged under California Proposition 65, indicating potential health hazards. Proper labeling and compliance with local regulations are essential when offering this product in the US and other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Dibromo-3-chloropropane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is flagged due to its listing under California Proposition 65, which requires businesses to provide warnings about significant exposures to chemicals that cause cancer, birth defects, or other reproductive harm. It is crucial to include proper indications in the master file when offering this product in the US.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Dibromo-3-chloropropane (DBCP)","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","DBCP is another name for 1,2-Dibromo-3-chloropropane and is similarly flagged under California Proposition 65. Ensure compliance by including manufacturer-provided indications in the master file for US offerings.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Dichloropropane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is also listed under California Proposition 65, necessitating proper labeling and warnings when sold in the US. Compliance with local regulations is essential if offered in other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Diethylhydrazine","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Flagged under California Proposition 65, this chemical requires businesses to provide warnings about potential cancer risks. Proper indications must be included in the master file for US sales.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Dimethylhydrazine","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical is flagged for its potential cancer risks. Ensure compliance by including appropriate warnings in the master file when offering in the US.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2-Diphenylhydrazine","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",This chemical is flagged under California Proposition 65 due to its potential cancer risks. Proper indications must be included in the master file for US offerings.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,2,3-Trichloropropane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Flagged under California Proposition 65, this chemical requires businesses to provide warnings about potential cancer risks. Compliance with local regulations is necessary when offering in other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Butadiene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical is flagged for its potential cancer and reproductive harm risks. Proper indications must be included in the master file for US sales.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-DCP","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This abbreviation for 1,3-Dichloro-2-propanol is flagged under California Proposition 65. Ensure compliance by including manufacturer-provided indications in the master file for US offerings.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Dichloro-2-propanol","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Flagged under California Proposition 65, this chemical requires businesses to provide warnings about potential cancer risks. Proper indications must be included in the master file for US sales.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Dichloro-2-propanol (1,3-DCP)","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",This chemical is flagged under California Proposition 65 due to its potential health risks. Businesses must ensure proper labeling and compliance with local regulations when offering this product in the US or other regions.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Dichloropropene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Similar to 1,3-DCP, this compound is listed under California Proposition 65. It requires careful attention to labeling and regulatory compliance to mitigate health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-dimethylamylamine","Claim to promote a certain hormone production are prohibited|Products that have been the Subject of Criminal Enforcement, Injunctions, Seizures or Warning Letters",This ingredient is flagged due to claims of hormone production promotion and its history of legal actions. It is prohibited in supplements due to safety concerns.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Dimethylbutylamine",Restricted Ingredient,"This is a restricted ingredient, likely due to safety concerns or potential misuse. It should be avoided in product formulations.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Dinitropyrene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical requires appropriate labeling and adherence to regulations to ensure consumer safety.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,3-Propane sultone","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This compound is flagged under California Proposition 65, necessitating proper labeling and regulatory compliance to address potential health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4 AD Bold",Prohibited Supplement Products,"This product is prohibited in supplements, likely due to its classification as a steroid or similar compound, posing health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4 AD Bold 200",Steroid Products are prohibited,"Prohibited due to its classification as a steroid product, which is banned in supplements for safety and legal reasons.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4 Butanediol (1,4-BD)",Prohibited Ingredients - illegal drug,"This ingredient is flagged as an illegal drug, making it prohibited in any product formulations due to significant health and legal risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4-Butanediol dimethanesulfonate","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical requires careful attention to labeling and regulatory compliance to ensure consumer safety.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4-Butanediol dimethanesulfonate (Busulfan)","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This keyword is flagged due to California Proposition 65, which requires businesses to provide warnings about significant exposures to chemicals that cause cancer, birth defects, or other reproductive harm. Ensure compliance by including proper indications from the manufacturer in the master file.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4-Dichloro-2-butene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Flagged under California Proposition 65, this chemical requires proper labeling and warnings if sold in the US. Compliance with local regulations is necessary for other markets.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,4-Dioxane","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Listed under California Proposition 65, this chemical requires businesses to provide warnings about potential health risks. Proper indications must be included in the master file for US offerings.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,6-Dinitropyrene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This chemical is flagged under California Proposition 65, necessitating warnings about potential health risks. Ensure compliance by including manufacturer-provided indications in the master file.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"1,8-Dinitropyrene","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Similar to other chemicals listed under California Proposition 65, this requires warnings about potential health risks. Proper indications must be included in the master file for US offerings.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
1.M.R.,Tainted Products,"Flagged as a tainted product, indicating potential contamination or adulteration. This requires careful review and compliance with safety standards before offering.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
10 colors availabe,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"This phrase is restricted in Amazon Europe due to promotional content in titles, which can lead to search suppression. Avoid using promotional phrases in product titles.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
10 colours availabe,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"Similar to '10 colors available,' this phrase is restricted in Amazon Europe due to promotional content in titles, leading to potential search suppression.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
10% off,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"Restricted phrase in Amazon Europe due to promotional content in titles, which can lead to search suppression. Avoid using promotional phrases in product titles.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
100 % High Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"This keyword is flagged due to the use of promotional language, which is restricted in Amazon Europe titles. Such phrases can lead to search suppression, affecting the visibility of the listing.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
100 Percent Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"Similar to the previous keyword, this phrase is flagged for using promotional language that is not allowed in Amazon Europe titles, potentially leading to search suppression.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
100_%_High_Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The use of underscores does not change the fact that this keyword contains promotional language, which is restricted in Amazon Europe, leading to possible search suppression.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
